instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_cluster
6555,2011-10-05,Winter,2011,October,16,No,Wednesday,Working Day,Clear/Cloudy,26.240000000000002,31.06,47.0,22.0028,37,245,282,Afternoon
6558,2011-10-05,Winter,2011,October,19,No,Wednesday,Working Day,Clear/Cloudy,23.779999999999998,27.275,56.00000000000001,8.9981,40,334,374,Evening
6559,2011-10-05,Winter,2011,October,20,No,Wednesday,Working Day,Clear/Cloudy,21.32,25.0,77.0,11.0014,18,228,246,Evening
6560,2011-10-05,Winter,2011,October,21,No,Wednesday,Working Day,Clear/Cloudy,20.5,24.240000000000002,82.0,7.0015,28,173,201,Evening
6561,2011-10-05,Winter,2011,October,22,No,Wednesday,Working Day,Clear/Cloudy,21.32,25.0,72.0,0.0,20,134,154,Evening
6562,2011-10-05,Winter,2011,October,23,No,Wednesday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,7.0015,9,64,73,Evening
6563,2011-10-06,Winter,2011,October,0,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,72.0,12.998000000000001,6,34,40,Night
6564,2011-10-06,Winter,2011,October,1,No,Thursday,Working Day,Clear/Cloudy,19.68,23.485,63.0,12.998000000000001,5,17,22,Night
6565,2011-10-06,Winter,2011,October,2,No,Thursday,Working Day,Clear/Cloudy,18.86,22.725,67.0,12.998000000000001,2,8,10,Night
6566,2011-10-06,Winter,2011,October,3,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,67.0,15.001299999999999,1,4,5,Night
6567,2011-10-06,Winter,2011,October,4,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,62.0,19.0012,0,5,5,Night
6568,2011-10-06,Winter,2011,October,5,No,Thursday,Working Day,Clear/Cloudy,17.22,21.21,62.0,12.998000000000001,0,24,24,Night
6569,2011-10-06,Winter,2011,October,6,No,Thursday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,66.0,12.998000000000001,4,110,114,Morning
6570,2011-10-06,Winter,2011,October,7,No,Thursday,Working Day,Clear/Cloudy,17.22,21.21,62.0,12.998000000000001,15,287,302,Morning
6571,2011-10-06,Winter,2011,October,8,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,62.0,11.0014,20,437,457,Morning
6572,2011-10-06,Winter,2011,October,9,No,Thursday,Working Day,Clear/Cloudy,18.86,22.725,63.0,12.998000000000001,20,188,208,Morning
6573,2011-10-06,Winter,2011,October,10,No,Thursday,Working Day,Clear/Cloudy,21.32,25.0,52.0,0.0,24,105,129,Morning
6574,2011-10-06,Winter,2011,October,11,No,Thursday,Working Day,Clear/Cloudy,22.14,25.759999999999998,49.0,0.0,29,115,144,Morning
6575,2011-10-06,Winter,2011,October,12,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,49.0,6.0032,46,180,226,Afternoon
6576,2011-10-06,Winter,2011,October,13,No,Thursday,Working Day,Clear/Cloudy,22.96,26.515,46.0,6.0032,33,158,191,Afternoon
6577,2011-10-06,Winter,2011,October,14,No,Thursday,Working Day,Clear/Cloudy,23.779999999999998,27.275,43.0,6.0032,56,139,195,Afternoon
6578,2011-10-06,Winter,2011,October,15,No,Thursday,Working Day,Clear/Cloudy,23.779999999999998,27.275,46.0,8.9981,62,157,219,Afternoon
6579,2011-10-06,Winter,2011,October,16,No,Thursday,Working Day,Clear/Cloudy,23.779999999999998,27.275,49.0,12.998000000000001,51,272,323,Afternoon
6582,2011-10-06,Winter,2011,October,19,No,Thursday,Working Day,Clear/Cloudy,21.32,25.0,59.0,7.0015,38,305,343,Evening
6583,2011-10-06,Winter,2011,October,20,No,Thursday,Working Day,Clear/Cloudy,20.5,24.240000000000002,77.0,7.0015,29,231,260,Evening
6584,2011-10-06,Winter,2011,October,21,No,Thursday,Working Day,Clear/Cloudy,18.86,22.725,88.0,6.0032,34,161,195,Evening
6585,2011-10-06,Winter,2011,October,22,No,Thursday,Working Day,Clear/Cloudy,18.86,22.725,82.0,0.0,24,124,148,Evening
6586,2011-10-06,Winter,2011,October,23,No,Thursday,Working Day,Clear/Cloudy,18.04,21.97,88.0,6.0032,18,81,99,Evening
6587,2011-10-07,Winter,2011,October,0,No,Friday,Working Day,Clear/Cloudy,18.04,21.97,88.0,0.0,19,48,67,Night
6588,2011-10-07,Winter,2011,October,1,No,Friday,Working Day,Clear/Cloudy,18.04,21.97,88.0,0.0,3,25,28,Night
6589,2011-10-07,Winter,2011,October,2,No,Friday,Working Day,Clear/Cloudy,17.22,21.21,88.0,0.0,0,5,5,Night
6590,2011-10-07,Winter,2011,October,3,No,Friday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,87.0,0.0,1,9,10,Night
6591,2011-10-07,Winter,2011,October,4,No,Friday,Working Day,Clear/Cloudy,16.400000000000002,20.455000000000002,87.0,7.0015,0,5,5,Night
6592,2011-10-07,Winter,2011,October,5,No,Friday,Working Day,Clear/Cloudy,17.22,21.21,82.0,0.0,3,24,27,Night
6593,2011-10-07,Winter,2011,October,6,No,Friday,Working Day,Clear/Cloudy,17.22,21.21,88.0,0.0,3,84,87,Morning
6594,2011-10-07,Winter,2011,October,7,No,Friday,Working Day,Clear/Cloudy,17.22,21.21,94.0,0.0,5,237,242,Morning
6595,2011-10-07,Winter,2011,October,8,No,Friday,Working Day,Clear/Cloudy,18.86,22.725,82.0,0.0,31,386,417,Morning
6596,2011-10-07,Winter,2011,October,9,No,Friday,Working Day,Clear/Cloudy,19.68,23.485,77.0,0.0,34,207,241,Morning
6597,2011-10-07,Winter,2011,October,10,No,Friday,Working Day,Clear/Cloudy,21.32,25.0,68.0,6.0032,48,126,174,Morning
6598,2011-10-07,Winter,2011,October,11,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,63.0,0.0,80,150,230,Morning
6599,2011-10-07,Winter,2011,October,12,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,31.06,53.0,0.0,61,174,235,Afternoon
6600,2011-10-07,Winter,2011,October,13,No,Friday,Working Day,Clear/Cloudy,24.599999999999998,31.06,46.0,0.0,95,210,305,Afternoon
6601,2011-10-07,Winter,2011,October,14,No,Friday,Working Day,Clear/Cloudy,25.419999999999998,31.06,50.0,0.0,77,179,256,Afternoon
6602,2011-10-07,Winter,2011,October,15,No,Friday,Working Day,Clear/Cloudy,27.060000000000002,31.06,41.0,0.0,68,202,270,Afternoon
6603,2011-10-07,Winter,2011,October,16,No,Friday,Working Day,Clear/Cloudy,26.240000000000002,31.06,44.0,0.0,73,346,419,Afternoon
6605,2011-10-07,Winter,2011,October,18,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,60.0,6.0032,94,371,465,Evening
6606,2011-10-07,Winter,2011,October,19,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,52.0,0.0,51,243,294,Evening
6607,2011-10-07,Winter,2011,October,20,No,Friday,Working Day,Clear/Cloudy,22.14,25.759999999999998,49.0,0.0,30,167,197,Evening
6608,2011-10-07,Winter,2011,October,21,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,68.0,0.0,22,144,166,Evening
6609,2011-10-07,Winter,2011,October,22,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,68.0,0.0,27,119,146,Evening
6610,2011-10-07,Winter,2011,October,23,No,Friday,Working Day,Clear/Cloudy,20.5,24.240000000000002,63.0,0.0,23,113,136,Evening
6611,2011-10-08,Winter,2011,October,0,No,Saturday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,72.0,0.0,17,72,89,Night
6612,2011-10-08,Winter,2011,October,1,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,82.0,0.0,14,51,65,Night
6613,2011-10-08,Winter,2011,October,2,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,82.0,0.0,4,41,45,Night
6614,2011-10-08,Winter,2011,October,3,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,88.0,0.0,4,16,20,Night
6615,2011-10-08,Winter,2011,October,4,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,94.0,8.9981,3,7,10,Night
6616,2011-10-08,Winter,2011,October,5,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,88.0,7.0015,1,7,8,Night
6617,2011-10-08,Winter,2011,October,6,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,94.0,0.0,6,16,22,Morning
6618,2011-10-08,Winter,2011,October,7,No,Saturday,Weekend/Holiday,Clear/Cloudy,17.22,21.21,94.0,6.0032,27,46,73,Morning
6619,2011-10-08,Winter,2011,October,8,No,Saturday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,82.0,0.0,14,89,103,Morning
6620,2011-10-08,Winter,2011,October,9,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,77.0,0.0,54,163,217,Morning
6630,2011-10-08,Winter,2011,October,19,No,Saturday,Weekend/Holiday,Clear/Cloudy,22.14,25.759999999999998,68.0,8.9981,76,172,248,Evening
6631,2011-10-08,Winter,2011,October,20,No,Saturday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,77.0,7.0015,78,124,202,Evening
6632,2011-10-08,Winter,2011,October,21,No,Saturday,Weekend/Holiday,Clear/Cloudy,21.32,25.0,77.0,0.0,54,133,187,Evening
6633,2011-10-08,Winter,2011,October,22,No,Saturday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,77.0,0.0,45,104,149,Evening
6634,2011-10-08,Winter,2011,October,23,No,Saturday,Weekend/Holiday,Clear/Cloudy,19.68,23.485,88.0,0.0,52,90,142,Evening
6635,2011-10-09,Winter,2011,October,0,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,88.0,6.0032,46,83,129,Night
6636,2011-10-09,Winter,2011,October,1,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,88.0,0.0,15,63,78,Night
6637,2011-10-09,Winter,2011,October,2,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,88.0,0.0,20,35,55,Night
6638,2011-10-09,Winter,2011,October,3,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,88.0,0.0,10,20,30,Night
6639,2011-10-09,Winter,2011,October,4,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,88.0,0.0,7,7,14,Night
6640,2011-10-09,Winter,2011,October,5,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,88.0,0.0,1,14,15,Night
6641,2011-10-09,Winter,2011,October,6,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,88.0,0.0,7,14,21,Morning
6642,2011-10-09,Winter,2011,October,7,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.04,21.97,86.0,0.0,18,26,44,Morning
6643,2011-10-09,Winter,2011,October,8,No,Sunday,Weekend/Holiday,Clear/Cloudy,18.86,22.725,88.0,0.0,25,82,107,Morning
6644,2011-10-09,Winter,2011,October,9,No,Sunday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,77.0,0.0,66,119,185,Morning
6655,2011-10-09,Winter,2011,October,20,No,Sunday,Weekend/Holiday,Clear/Cloudy,22.96,26.515,73.0,7.0015,59,134,193,Evening
6656,2011-10-09,Winter,2011,October,21,No,Sunday,Weekend/Holiday,Clear/Cloudy,22.14,25.759999999999998,83.0,7.0015,53,120,173,Evening
6657,2011-10-09,Winter,2011,October,22,No,Sunday,Weekend/Holiday,Mist/Cloudy,21.32,25.0,94.0,0.0,48,104,152,Evening
6658,2011-10-09,Winter,2011,October,23,No,Sunday,Weekend/Holiday,Clear/Cloudy,20.5,24.240000000000002,88.0,7.0015,38,85,123,Evening
6683,2011-10-11,Winter,2011,October,0,No,Tuesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,0.0,14,16,30,Night
6684,2011-10-11,Winter,2011,October,1,No,Tuesday,Working Day,Mist/Cloudy,21.32,25.0,94.0,6.0032,2,9,11,Night
6685,2011-10-11,Winter,2011,October,2,No,Tuesday,Working Day,Mist/Cloudy,21.32,25.0,94.0,8.9981,1,4,5,Night
6686,2011-10-11,Winter,2011,October,3,No,Tuesday,Working Day,Mist/Cloudy,21.32,25.0,88.0,7.0015,2,1,3,Night
6687,2011-10-11,Winter,2011,October,4,No,Tuesday,Working Day,Mist/Cloudy,21.32,25.0,88.0,8.9981,0,5,5,Night
6688,2011-10-11,Winter,2011,October,5,No,Tuesday,Working Day,Mist/Cloudy,21.32,25.0,88.0,0.0,0,20,20,Night
6689,2011-10-11,Winter,2011,October,6,No,Tuesday,Working Day,Clear/Cloudy,21.32,25.0,83.0,6.0032,9,114,123,Morning
6690,2011-10-11,Winter,2011,October,7,No,Tuesday,Working Day,Mist/Cloudy,21.32,25.0,88.0,6.0032,19,333,352,Morning
6691,2011-10-11,Winter,2011,October,8,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,7.0015,31,375,406,Morning
6692,2011-10-11,Winter,2011,October,9,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,29.544999999999998,69.0,0.0,40,195,235,Morning
6693,2011-10-11,Winter,2011,October,10,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,29.544999999999998,69.0,8.9981,38,111,149,Morning
6694,2011-10-11,Winter,2011,October,11,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,29.544999999999998,73.0,11.0014,31,92,123,Morning
6695,2011-10-11,Winter,2011,October,12,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,29.544999999999998,73.0,11.0014,51,130,181,Afternoon
6696,2011-10-11,Winter,2011,October,13,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,29.544999999999998,73.0,12.998000000000001,42,138,180,Afternoon
6697,2011-10-11,Winter,2011,October,14,No,Tuesday,Working Day,Light Snow/Rain,24.599999999999998,29.544999999999998,73.0,7.0015,54,117,171,Afternoon
6698,2011-10-11,Winter,2011,October,15,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,28.79,78.0,11.0014,36,139,175,Afternoon
6699,2011-10-11,Winter,2011,October,16,No,Tuesday,Working Day,Mist/Cloudy,24.599999999999998,29.544999999999998,73.0,11.0014,63,257,320,Afternoon
6702,2011-10-11,Winter,2011,October,19,No,Tuesday,Working Day,Mist/Cloudy,23.779999999999998,27.275,83.0,15.001299999999999,33,285,318,Evening
6703,2011-10-11,Winter,2011,October,20,No,Tuesday,Working Day,Mist/Cloudy,23.779999999999998,27.275,83.0,15.001299999999999,31,203,234,Evening
6704,2011-10-11,Winter,2011,October,21,No,Tuesday,Working Day,Mist/Cloudy,23.779999999999998,27.275,78.0,12.998000000000001,17,158,175,Evening
6705,2011-10-11,Winter,2011,October,22,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,12.998000000000001,27,120,147,Evening
6706,2011-10-11,Winter,2011,October,23,No,Tuesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,19.0012,10,47,57,Evening
6707,2011-10-12,Winter,2011,October,0,No,Wednesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,8.9981,2,23,25,Night
6708,2011-10-12,Winter,2011,October,1,No,Wednesday,Working Day,Light Snow/Rain,22.96,26.515,83.0,8.9981,2,8,10,Night
6709,2011-10-12,Winter,2011,October,2,No,Wednesday,Working Day,Mist/Cloudy,22.96,26.515,83.0,19.0012,0,2,2,Night
6710,2011-10-12,Winter,2011,October,3,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,19.999499999999998,0,2,2,Night
6711,2011-10-12,Winter,2011,October,4,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,26.0027,1,6,7,Night
6712,2011-10-12,Winter,2011,October,5,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,22.0028,0,22,22,Night
6713,2011-10-12,Winter,2011,October,6,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,16.997899999999998,5,107,112,Morning
6714,2011-10-12,Winter,2011,October,7,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,26.0027,15,244,259,Morning
6715,2011-10-12,Winter,2011,October,8,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,26.0027,27,377,404,Morning
6716,2011-10-12,Winter,2011,October,9,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,30.002599999999997,14,183,197,Morning
6717,2011-10-12,Winter,2011,October,10,No,Wednesday,Working Day,Mist/Cloudy,22.14,25.759999999999998,88.0,26.0027,15,98,113,Morning
6718,2011-10-12,Winter,2011,October,11,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,22.0028,18,102,120,Morning
6719,2011-10-12,Winter,2011,October,12,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,88.0,22.0028,9,53,62,Afternoon
6720,2011-10-12,Winter,2011,October,13,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,88.0,15.001299999999999,25,76,101,Afternoon
6721,2011-10-12,Winter,2011,October,14,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,19.0012,8,70,78,Afternoon
6722,2011-10-12,Winter,2011,October,15,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,16.997899999999998,3,42,45,Afternoon
6723,2011-10-12,Winter,2011,October,16,No,Wednesday,Working Day,Mist/Cloudy,22.96,26.515,88.0,15.001299999999999,5,50,55,Afternoon
6724,2011-10-12,Winter,2011,October,17,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,15.001299999999999,16,235,251,Afternoon
6725,2011-10-12,Winter,2011,October,18,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,8.9981,11,161,172,Evening
6726,2011-10-12,Winter,2011,October,19,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,8.9981,7,102,109,Evening
6727,2011-10-12,Winter,2011,October,20,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,7.0015,9,81,90,Evening
6728,2011-10-12,Winter,2011,October,21,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,100.0,7.0015,9,74,83,Evening
6729,2011-10-12,Winter,2011,October,22,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,6.0032,3,40,43,Evening
6730,2011-10-12,Winter,2011,October,23,No,Wednesday,Working Day,Light Snow/Rain,22.14,25.759999999999998,94.0,6.0032,13,41,54,Evening
6731,2011-10-13,Winter,2011,October,0,No,Thursday,Working Day,Mist/Cloudy,22.14,25.759999999999998,94.0,8.9981,1,14,15,Night
6732,2011-10-13,Winter,2011,October,1,No,Thursday,Working Day,Mist/Cloudy,22.14,25.759999999999998,94.0,0.0,3,9,12,Night
6733,2011-10-13,Winter,2011,October,2,No,Thursday,Working Day,Mist/Cloudy,22.14,25.759999999999998,94.0,0.0,0,4,4,Night
6734,2011-10-13,Winter,2011,October,3,No,Thursday,Working Day,Mist/Cloudy,22.14,25.759999999999998,100.0,12.998000000000001,2,4,6,Night
6735,2011-10-13,Winter,2011,October,4,No,Thursday,Working Day,Mist/Cloudy,22.14,25.759999999999998,100.0,7.0015,2,5,7,Night
6736,2011-10-13,Winter,2011,October,5,No,Thursday,Working Day,Mist/Cloudy,22.14,25.759999999999998,100.0,7.0015,1,16,17,Night
6737,2011-10-13,Winter,2011,October,6,No,Thursday,Working Day,Light Snow/Rain,22.14,25.759999999999998,100.0,6.0032,1,51,52,Morning
6738,2011-10-13,Winter,2011,October,7,No,Thursday,Working Day,Light Snow/Rain,22.14,25.759999999999998,100.0,8.9981,5,76,81,Morning
6739,2011-10-13,Winter,2011,October,8,No,Thursday,Working Day,Light Snow/Rain,22.14,25.759999999999998,100.0,6.0032,10,199,209,Morning
6740,2011-10-13,Winter,2011,October,9,No,Thursday,Working Day,Light Snow/Rain,22.96,26.515,100.0,7.0015,3,106,109,Morning
6741,2011-10-13,Winter,2011,October,10,No,Thursday,Working Day,Light Snow/Rain,22.96,26.515,100.0,8.9981,16,53,69,Morning
6742,2011-10-13,Winter,2011,October,11,No,Thursday,Working Day,Mist/Cloudy,25.419999999999998,28.79,83.0,0.0,8,76,84,Morning
6743,2011-10-13,Winter,2011,October,12,No,Thursday,Working Day,Mist/Cloudy,25.419999999999998,28.03,88.0,0.0,10,95,105,Afternoon
6744,2011-10-13,Winter,2011,October,13,No,Thursday,Working Day,Mist/Cloudy,26.240000000000002,28.79,83.0,11.0014,20,142,162,Afternoon
6745,2011-10-13,Winter,2011,October,14,No,Thursday,Working Day,Clear/Cloudy,27.060000000000002,30.305,78.0,12.998000000000001,22,111,133,Afternoon
6746,2011-10-13,Winter,2011,October,15,No,Thursday,Working Day,Clear/Cloudy,27.060000000000002,30.305,78.0,12.998000000000001,27,128,155,Afternoon
6747,2011-10-13,Winter,2011,October,16,No,Thursday,Working Day,Clear/Cloudy,27.060000000000002,31.06,74.0,15.001299999999999,36,240,276,Afternoon
6748,2011-10-13,Winter,2011,October,17,No,Thursday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,16.997899999999998,47,432,479,Afternoon
6749,2011-10-13,Winter,2011,October,18,No,Thursday,Working Day,Light Snow/Rain,25.419999999999998,28.79,83.0,16.997899999999998,20,248,268,Evening
6750,2011-10-13,Winter,2011,October,19,No,Thursday,Working Day,Mist/Cloudy,25.419999999999998,28.79,83.0,11.0014,18,187,205,Evening
6751,2011-10-13,Winter,2011,October,20,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,28.79,83.0,19.0012,15,166,181,Evening
6752,2011-10-13,Winter,2011,October,21,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,28.79,83.0,12.998000000000001,8,115,123,Evening
6753,2011-10-13,Winter,2011,October,22,No,Thursday,Working Day,Clear/Cloudy,25.419999999999998,28.79,83.0,12.998000000000001,13,101,114,Evening
6754,2011-10-13,Winter,2011,October,23,No,Thursday,Working Day,Mist/Cloudy,23.779999999999998,27.275,88.0,12.998000000000001,2,45,47,Evening
6755,2011-10-14,Winter,2011,October,0,No,Friday,Working Day,Clear/Cloudy,23.779999999999998,27.275,94.0,6.0032,10,29,39,Night
6756,2011-10-14,Winter,2011,October,1,No,Friday,Working Day,Clear/Cloudy,23.779999999999998,27.275,94.0,8.9981,8,16,24,Night
6757,2011-10-14,Winter,2011,October,2,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,94.0,11.0014,0,6,6,Night
6758,2011-10-14,Winter,2011,October,3,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,94.0,8.9981,1,6,7,Night
6759,2011-10-14,Winter,2011,October,4,No,Friday,Working Day,Clear/Cloudy,22.96,26.515,94.0,12.998000000000001,0,8,8,Night
6760,2011-10-14,Winter,2011,October,5,No,Friday,Working Day,Mist/Cloudy,22.96,26.515,94.0,11.0014,0,17,17,Night
6761,2011-10-14,Winter,2011,October,6,No,Friday,Working Day,Light Snow/Rain,22.96,26.515,88.0,12.998000000000001,4,90,94,Morning
6762,2011-10-14,Winter,2011,October,7,No,Friday,Working Day,Light Snow/Rain,22.96,26.515,88.0,12.998000000000001,10,137,147,Morning
6763,2011-10-14,Winter,2011,October,8,No,Friday,Working Day,Mist/Cloudy,22.96,26.515,90.0,11.0014,23,186,209,Morning
6764,2011-10-14,Winter,2011,October,9,No,Friday,Working Day,Mist/Cloudy,22.96,26.515,94.0,15.001299999999999,16,164,180,Morning
6765,2011-10-14,Winter,2011,October,10,No,Friday,Working Day,Light Snow/Rain,22.14,25.759999999999998,88.0,23.9994,17,108,125,Morning
